,Title,Company,Location,Salary,Job Url,Snippet,Seniority,Average
21,Human Resources Manager,GrowthAssistant,Remote,"PHP 50,000 - PHP 80,000 a month",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",junior_level,65000.0
673,Travel Content Designer,GrowthAssistant,Remote,"PHP 35,000 - PHP 45,000 a month",https://ph.indeed.com/company/GrowthAssistant/jobs/Travel-Content-Designer-e5dc341694c199c4?fccid=bc27547eac27f7b0&vjs=3,,middle_level,40000.0
94,Customer Service Manager,GrowthAssistant,Remote,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/GrowthAssistant/jobs/Customer-Service-Manager-024437d798221ce2?fccid=bc27547eac27f7b0&vjs=3,This teammate serves as the Subject Matter Expert (SME) in Customer Support to ensure that new brands are onboarding and operating correctly.,senior_level,45000.0
114,Logistics Manager,Gushcloud International,Remote,"PHP 50,000 - PHP 60,000 a month",https://ph.indeed.com/company/Gushcloud-International/jobs/Logistic-Manager-3c8b2ba889629482?fccid=64d6d06ef1595c70&vjs=3,Analyze and monitor KPIs and operation performance.,middle_level,55000.0
806,PHP Software Developer (Programmer) - New Grad to 4 years,H2 Software Consulting Services Inc.,Remote,"PHP 18,000 - PHP 40,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B4CsiQBGPNkmSITYpua0H5LUBbcCXZrkHF01IVJt2a13NzS9nq7UD8GtJ4woJRI1HgdVG1DmTcO210iq8UdGxzfKjinIEKKmKaGBBslKYJViJ7m4La1Y-sL_Yt8WAzcSz3JvOOrWxIzzGZ0wlyJ7wxSiv4niwq_8sVPp1p1Pet_-J55CiM44-QV7gqkJhQokjgynweXwWwUjqQSruHMw4h2N5mIaR92pkBdxd2nP0DhcsjdlSZJeAUpYaxht2oPBwOwjenqNxo21vMuAN9a9GFgj-ABEhw7YbpbP_Rbonhvnx7BOXexbkEcHVNxLb8H3p0SQb2U3XR0mAF9gBK74eLv2BA2FwUsrG1iDxGYzEDdKgGc2xJ9Jyp5oHsHv1TOSZO072p1iWhG8cVqGLYBLrv7N-R3xcycERpjcWrhTS7B0dXoLSaS8tBmYO00iPbAOoEHOKKTqFiKtIUG9FwLiRA5BDlXI8AOhjJZkj_6D6oMQ7tc1BYCdHaoC1Wxl_0qvTb9nNkLR604-0I9QhIfGKv&p=5&fvj=1&vjs=3,Conduct unit testing of software to ensure compliance with software design.,senior_level,29000.0
831,.NET Software Developer / Programmer,H2 Software Consulting Services Inc.,Remote,"PHP 25,000 - PHP 49,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B4CsiQBGPNkmSITYpua0H5LUBbcCXZrkHF01IVJt2a13AMzeUANZcyQ88sc0Odcv1ZEiVceui8VW1jKEzX0rwB9Gs3GK6q9qF3xvHcqjBd9aAlivF0CWFEwPSf_7J72MH2PO7Wye6-hkz24w0gxNf7lfG0tNIb0lrPT791kYz5-IvTOENFBUCaLAg4b26lWChqjYrddzCGg9G7KFiIaOy0bqRZ98egZnApsaG7dOgDIP4jXvmxwEXm3Yy6aaZED6-n2yHqaQV2sDpJEaa7u4j0grwy9udNszoPjB20dR4lie1Yn0Fw5CxoIoWQL3nfL373RTxILvrcB6DDxYXaxmHaCN7BnxK2ZQ0oYs2vl2KadGtQ7bHB7UKATrxWw7Xrei3zsnIMA3oUfEC4T5wV63JxyarcK8W1puSeVKlhk_6D7dQdxofmFWeR74FeOOSjo31ji29g9-wE4WvFzj665VWkFLVvJXbQ38qWDRTXE8hHXAQpZPCzTffH&p=0&fvj=1&vjs=3,NET software developer is also a minimum requirement.,middle_level,37000.0
916,Software Developer,HLH Recruitment,Remote,"PHP 45,000 - PHP 55,000 a month",https://ph.indeed.com/company/Motif-Intelligent-Outsourcing/jobs/Software-Developer-4d15fbd9d2f5cb92?fccid=0bffbf030afdcdd4&vjs=3,"SDLC - software requirements, software design, software configuration management, software.",middle_level,50000.0
273,Social Media Manager - Makati - Dayshift,HLH Recruitment,Remote,"PHP 40,000 - PHP 55,000 a month",https://ph.indeed.com/company/Motif-Intelligent-Outsourcing/jobs/Social-Media-Manager-6f3d47962d172700?fccid=0bffbf030afdcdd4&vjs=3,Liaise with Social Media Coordinator to ascertain tasks for the day/week.,middle_level,47500.0
349,Operations Manager,"HSB Asia Pacific Holdings, Inc.",Muntinlupa,"PHP 40,000 - PHP 45,000 a month","https://ph.indeed.com/company/HSB-Asia-Pacific-Holdings,-Inc./jobs/Operation-Manager-d1f031f186cbb37f?fccid=683191570df194ff&vjs=3",We are seeking an experienced Operations Manager to oversee daily activities.,senior_level,42500.0
391,Assistant Operations Manager,Happy Skin Cosmetics,Quezon City,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Happy-Skin-Cosmetics/jobs/Assistant-Operation-Manager-a514f204c31f2884?fccid=a3fc3a7ac03cb7a1&vjs=3,"Ensure smooth retail operations by helping the Operations Manager implement operational rules and systems, even periodically assessing, modifying, and improving…",junior_level,32500.0
16,Assistant Restaurant Manager,Happyfoods Group of Restaurants,Manila,"PHP 29,000 - PHP 31,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtUjbthcZxg60AMrAtPJ9ucT455WeVisfWwHj3wlcAtzptAbnU_cby0V3Xm2l31e1hCQdFAvXoMTe3F5OoldbZveJqrbeZBhHyIVmmY4k9MXqdCf0Ho16xl3E_iQaycueIE8z5mtvw2OSWLQT5fz5XOCiTgyiwX3OFmv-TBtobq_HUO9VUgK8VswpuNePwlCypYABE3AdrkyRGxNiJlfO9YthNEbCbb51wY_PO1QFNLISd5fyL0fZnP14SmQ7uJe_Rrr5Z-LcFaY2nS3gOaaIpBumY24u18vidtoV45F2RBZpfHDHJYedHc1yFGGPNkyTdFVuAV-FkLCzbb0MYxLWS2BM5kgpWHFr1h1j0ku78cOuotPsop2VpgwNHgv20aOHb8jfq3AMqw9JWQsYwUceGxMkV4_PJOPNNl9Pp9rf0xoaaBaT-EhncMP8bN4b0xu9F6UZhWSPF18KMVWiCF-zbnRgpiE1EGKg=&p=1&fvj=1&vjs=3,"Candidate must possess at least Bachelor's/College Degree in Hotel & Restaurant Management, Tourism, Business Studies/Administration/Management, Food & Beverage…",junior_level,30000.0
712,Graphic Artist/Designer,Hapson Tech Electronics Trading,Manila,"PHP 15,000 - PHP 18,000 a month",https://ph.indeed.com/company/Hapson-Tech-Electronics-Trading/jobs/Graphic-Artist-Designer-2a2c0788ae0f6d9a?fccid=6729bb32d21b6df2&vjs=3,The content that Graphic Designers create is often the first time a customer or client notices your company.,middle_level,16500.0
88,Training and Quality Manager,"HelloConnect, Inc.",Taguig,"PHP 55,000 - PHP 60,000 a month",https://ph.indeed.com/company/asd/jobs/Training-Quality-Manager-a656dce89a19da37?fccid=88b976939bcff8b5&vjs=3,Partner with Customer Success Manager and Team Leaders in developing and delivering learning solutions that meet business needs in order to win the business and…,senior_level,57500.0
80,Customer Success Manager,"HelloConnect, Inc.",Remote,"PHP 60,000 - PHP 70,000 a month",https://ph.indeed.com/company/asd/jobs/Customer-Success-Manager-d548ca6efe6cbd07?fccid=88b976939bcff8b5&vjs=3,You will play a crucial role in optimising how our growing clients base's customer service teams are on-boarded and operationally managed to ensure each client…,middle_level,65000.0
850,Software Developer,Hiraya MNL,Remote,"PHP 30,000 - PHP 60,000 a month",https://ph.indeed.com/company/Hiraya-MNL/jobs/Software-Developer-2101b62463778cc1?fccid=7b63b2013d275616&vjs=3,"Collaborate with multidisciplinary team of designers, developers and system administrators.",middle_level,45000.0
915,Software Engineer,Hunter's Hub Inc.,Manila,"PHP 40,000 - PHP 80,000 a month","https://ph.indeed.com/company/Hunter's-Hub,-Inc./jobs/Software-Engineer-00e7650bef429c14?fccid=168d65b194562405&vjs=3",Software developer for development and support task for leading telecom – CRM and Ordering system.,senior_level,60000.0
357,Operations Manager,"IRS EASTERN, INC.",Malabon,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/IRS-EASTERN-INC./jobs/Operation-Manager-4397e0f628af27c2?fccid=15496ffdcabe6837&vjs=3,"Bachelor’s degree in operations management, business administration, or related field.",middle_level,35000.0
70,Sales and Operations Manager,Icon Executive Asia,Taguig,"PHP 70,000 - PHP 100,000 a month",https://ph.indeed.com/company/Icon-Executive-Asia/jobs/Sales-Operation-Manager-6b81e27e73ec0f43?fccid=4792eba758818a50&vjs=3,Measuring the efficiency of an organization’s operational processes and taking steps to improve them.,middle_level,85000.0
343,Office Manager,Icon Executive Search Asia,Marikina,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Icon-Executive-Search-Asia/jobs/Office-Manager-4066cda2486eea88?fccid=7750faab946c0a62&vjs=3,Office Manager essentially the smooth running of the office on a day-to-day basis and may manage a team of lawyers and some support staff.,middle_level,45000.0
26,AREA SALES MANAGER - GMA MODERN TRADE,Ideal Macaroni & Spaghetti Factory Inc.,Malabon,"PHP 40,000 - PHP 50,000 a month",https://ph.indeed.com/company/Ideal-Macaroni-&-Spaghetti-Factory-Inc./jobs/Area-Sales-Manager-df631cbae47775b0?fccid=cd7229685e481916&vjs=3,Ensure achievement of agreed KPI's for the assigned Area/ Territory - Ensure optimization of the business potential in the assigned territory by identifying…,middle_level,45000.0
394,Public Relations Manager,In.Corp Global Talent Solutions,Taguig,"PHP 70,000 - PHP 90,000 a month",https://ph.indeed.com/company/Kittelson-&-Carpo-Consulting/jobs/Public-Relation-Manager-3d92f8ddbf12896d?fccid=502f6bfdbd3fefd6&vjs=3,"Develop marketing communications plans including objectives, strategies, tactics and budget management.",middle_level,80000.0
338,Brand Advocate Manager,In.Corp Global Talent Solutions,Parañaque,"PHP 45,000 - PHP 60,000 a month",https://ph.indeed.com/company/Kittelson-&-Carpo-Consulting/jobs/Brand-Advocate-Manager-7f75d8e056c3a72d?fccid=502f6bfdbd3fefd6&vjs=3,Strategize & manage 360 marketing budget for all brands adaptable to Philippines.,middle_level,52500.0
746,Graphic Artist,"Infinity Sports International, Inc.",Makati,"PHP 20,000 - PHP 25,000 a month","https://ph.indeed.com/company/Infinity-Sports-International,-Inc./jobs/Graphic-Artist-e371173557c4e8fe?fccid=d3e0bfa98e591a43&vjs=3",Proven work experience as a graphic designer.,middle_level,22500.0
709,Graphic Designer,Infinix Mobile,Remote,"PHP 20,000 - PHP 25,000 a month",https://ph.indeed.com/company/Tecno-Mobile/jobs/Graphic-Designer-93f85ea525869585?fccid=b56858a1af680500&vjs=3,"Proficient in software of graphic and video design, such as AI, PS, AE etc.",middle_level,22500.0
81,Outbound B2B Telemarketer,Inform Group,Manila,"PHP 35,000 - PHP 60,000 a month",https://ph.indeed.com/company/Inform-Group/jobs/Outbound-B2b-Telemarketer-e6afd0278708fa62?fccid=864ea0a01b43387c&vjs=3,This is a highly target-driven position with a competitive bonus structure.,middle_level,47500.0
860,Software Developer,Infosoft Consulting Corp.,Remote,"PHP 16,000 - PHP 30,000 a month",https://ph.indeed.com/company/Infosoft-International-Solutions-Inc./jobs/Software-Developer-3aa9c0568b40c5c0?fccid=e7d3a23724c5cdb8&vjs=3,Course: Bachelor's/College Degree in Computer Science/Information Technology or equivalent.,middle_level,23000.0
366,Sales Manager,Ingnius Systems Private Limited,Remote,"PHP 70,000 - PHP 100,000 a month",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,Day 1 Premium HMO with Dental.,middle_level,85000.0
332,Management Trainee,Integra Financials,Remote,"PHP 15,000 - PHP 40,000 a month",https://ph.indeed.com/company/Integra-Financials/jobs/Management-Trainee-64b42f43c41f5ac4?fccid=1df283503038e5ce&vjs=3,Our business has completely adapted to the current situation and has shifted to online transactions and digital selling.,middle_level,27500.0
215,Operations Manager,"Intelassist, Inc.",Remote,"PHP 70,000 - PHP 100,000 a month","https://ph.indeed.com/company/Intelassist,-Inc./jobs/Operation-Manager-dad1811a3ede49a6?fccid=8311486d40b79f5b&vjs=3","The Operations Manager will be in charge of providing a strong leadership for the operation in supporting the company’s several lines of businesses, which…",middle_level,85000.0
832,Software Developer,"Intelassist, Inc.",Remote,"PHP 30,000 - PHP 100,000 a month","https://ph.indeed.com/company/Intelassist,-Inc./jobs/Software-Developer-3c834bfc39c4c495?fccid=8311486d40b79f5b&vjs=3","Write, modify, and debug existing software programs.",middle_level,65000.0
878,Software Developer,Internet of Things Philippines Inc.,San Juan,"PHP 20,000 - PHP 40,000 a month",https://ph.indeed.com/company/Internet-of-Things-Philippines/jobs/Software-Developer-0b2640403b123f64?fccid=cb8af49b0f0826ce&vjs=3,"Must have experience in software development using C#, .",middle_level,30000.0
616,Front-End Web Developer,"Intrado Technology Services, Inc.",Remote,"PHP 55,000 - PHP 70,000 a month","https://ph.indeed.com/company/Intrado-Technology-Services,-Inc./jobs/Front-End-Web-Developer-e821aed603bfe4fe?fccid=4feb62f3f607cba7&vjs=3",Creating responsive front-end themes for Drupal.,middle_level,62500.0
807,Junior PHP Software Developer (Entry Level or Fresh Graduate...,J-K Network SERVICES,Remote,"PHP 20,000 - PHP 60,000 a month",https://ph.indeed.com/company/J--K-Network-SERVICES/jobs/Junior-PHP-Software-Developer-PHP-93140d3f7d529596?fccid=d778d02a61845717&vjs=3,Schedule: Fix Regular Schedule (Monday- Friday Week ends off).,junior_level,40000.0
925,Software Developer | WFH | Manila & Cebu + Salary highly neg...,J-K Network SERVICES,Remote,"PHP 30,000 - PHP 60,000 a month",https://ph.indeed.com/company/J--K-Network-SERVICES/jobs/Software-Developer-Wfh-Cebu-Salary-Highly-Negotiable-30a26246d7467712?fccid=d778d02a61845717&vjs=3,Design and implements software solutions.,middle_level,45000.0
833,Software Developer- NodeJS - WFH SETUP,J. Plazo Staffing Corp.,Remote,"PHP 43,280 - PHP 56,500 a month",https://ph.indeed.com/company/J.-Plazo-Staffing-Corp./jobs/Software-Developer-13cb10b913ba4f24?fccid=d87e05414a60bdc9&vjs=3,4+ years experience developing enterprise-grade software products.,senior_level,49890.0
932,Software Developer (Node.JS),J. Plazo Staffing Corp.,Manila,"PHP 43,280 - PHP 56,500 a month",https://ph.indeed.com/company/J.-Plazo-Staffing-Corp./jobs/Software-Developer-c4ead84012a9832e?fccid=d87e05414a60bdc9&vjs=3,Serve as a resource to junior developers.,junior_level,49890.0
83,STATION MANAGER,JG Group of Companies,Pasig,"PHP 25,000 - PHP 40,000 a month",https://ph.indeed.com/company/Fibrefill-Manufacturing/jobs/Station-Manager-a8ba148cdf868114?fccid=ef24977edc6d8a44&vjs=3,"Must have at least 3 years of experience as a supervisor/manager in a retail or similar industry (gas station, etc).",senior_level,32500.0
280,Head of Marketing,JJ LLC,Pasig,"PHP 49,000 - PHP 80,000 a month",https://ph.indeed.com/company/JJ-LLC/jobs/Head-Marketing-1a17184af5995606?fccid=54927202f75cffc9&vjs=3,"Develop strategic digital marketing initiatives and perform relevant analysis to increase leads and conversions including SEO, retargeting, social media and…",senior_level,64500.0
609,"JUNIOR FRONT END DEVELOPER, PREFERABLY CANDIDATES CAN START...",JK Network Services,Remote,"PHP 45,000 - PHP 70,000 a month",https://ph.indeed.com/company/JK-Network-Services/jobs/Junior-Front-End-Developer-74268b632114c143?fccid=62bd09cb34df5ce3&vjs=3,Employee needed: *6 Front End Web Devs.,junior_level,57500.0
66,Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Remote,"PHP 70,000 - PHP 80,000 a month",https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,Atleast 3 years of experience as Ops Manager/Assistant Manager.,senior_level,75000.0
143,Brand Manager for Online Gaming Company,JK Network Services,Pasig,"PHP 80,000 - PHP 100,000 a month",https://ph.indeed.com/company/JK-Network-Services/jobs/Brand-Manager-Online-Gaming-Company-66b27e4f44c71cf7?fccid=62bd09cb34df5ce3&vjs=3,✅ Paid sick leaves and vacation leaves.,middle_level,90000.0
525,We are looking for Data Engineer | WFH | Negotiable,JK-network services,Remote,"PHP 50,000 - PHP 70,000 a month",https://ph.indeed.com/company/JK--network-services/jobs/We-Data-Engineer-Wfh-Negotiable-f400e44428146ed8?fccid=29dcac537aa17bb6&vjs=3,"✅ Work on data transfers in various capacities including collection setup, data transfer setup, contributor/customer setup, etc.",middle_level,60000.0
979,Software Developer (Mobile Development),JK-network services,Makati,"PHP 30,000 - PHP 40,000 a month",https://ph.indeed.com/company/JK--network-services/jobs/Software-Developer-8d646de3a8d4e49c?fccid=29dcac537aa17bb6&vjs=3,"Graduate of Computer Science/Engineering, Information Technology, or a related field.",middle_level,35000.0
823,Software Developer Engineer | Open for Fresh Graduate,JK-network services,Remote,"PHP 20,000 - PHP 30,000 a month",https://ph.indeed.com/company/JK--network-services/jobs/Software-Developer-Engineer-Open-Fresh-Graduate-c382c3010f9f0011?fccid=29dcac537aa17bb6&vjs=3,"Graduate of Bachelor of Science in Computer Science, Information Technology, Computer Engineering or any IT related course.",middle_level,25000.0
872,Software Developer,Jeonsoft Corporation,Remote,"PHP 13,000 - PHP 25,000 a month",https://ph.indeed.com/company/Jeonsoft-Corporation/jobs/Software-Developer-b4d843fc8f7acd17?fccid=d0f6da9a8c82c0a9&vjs=3,Atleast Bachelor's/College Degree in Computer Science/Information Technology or equivalent.,middle_level,19000.0
67,Admin Manager,"KC Global Talent Solutions, Inc.",Pasig,"PHP 45,000 - PHP 50,000 a month","https://ph.indeed.com/company/KC-Global-Talent-Solutions,-Inc./jobs/Admin-Manager-7b4c4e8b6ed4f760?fccid=b2ef69e142e6c969&vjs=3",Supervising the day-to-day operations of the Administration Section.,middle_level,47500.0
585,Digital Marketer,Karta Ventures,Remote,"PHP 40,000 - PHP 100,000 a month",https://ph.indeed.com/company/Private-Equity-Firm/jobs/Digital-Marketer-538b8893839b8b96?fccid=75ac2d9f01fecbac&vjs=3,Karta Ventures is seeking a full-time digital marketer with excellent media buying skills to work closely with our CMO and in-house marketing team to manage…,middle_level,70000.0
262,SHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City,"PHP 17,000 - PHP 18,000 a month",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",middle_level,17500.0
42,OPERATIONS MANAGER,Kings Group of Companies,Makati,"PHP 50,000 - PHP 55,000 a month",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.",middle_level,52500.0
718,Junior Graphic Designer/Junior Multimedia Designer,Kraver's Canteen,Remote,"PHP 23,000 - PHP 26,000 a month",https://ph.indeed.com/company/Kraver's-Kitchen/jobs/Junior-Graphic-Designer-Junior-Multimedia-Designer-3efa132909e8d2a2?fccid=89c011676085ea35&vjs=3,"Designs and produces a variety of materials and formats from print to screen--namely food packaging, posters, ad banners, social media posts, video content, etc…",junior_level,24500.0
735,Graphic Designer,Lals Beauty Product Incorporated,Taguig,"PHP 15,000 - PHP 30,000 a month",https://ph.indeed.com/company/Lals-Beauty-Product-Incorporated/jobs/Graphic-Designer-d960fb678ebda07e?fccid=f04678eecb813a93&vjs=3,"Bachelor's degree in Digital Design, Graphic Design or any related.",middle_level,22500.0
35,Building Manager,"Lamco Paper Products Co., Inc.",Taguig,"PHP 30,000 - PHP 40,000 a month","https://ph.indeed.com/company/Lamco-Paper-Products-Co.,-Inc./jobs/Building-Manager-edadc7477cf6177f?fccid=99c6b0a2e9f012bb&vjs=3",Be a university/college graduate;,middle_level,35000.0
14,Restaurant Manager,Landers Central,Alabang,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,Monitors and analyzes sales and performance report.,middle_level,32500.0
57,Project Manager,Landers Superstore,Manila,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Landers-Superstore/jobs/Project-Manager-a31a871b9925ee3f?fccid=a99f73a58e2dcca5&vjs=3,Project Manager in planning and executing building construction and renovation projects.,middle_level,32500.0
993,Front End Developer,Layer2 APAC,Remote,"PHP 29,184 - PHP 84,758 a month",https://ph.indeed.com/company/Layer2-APAC/jobs/Front-End-Developer-864828ce5c1b7b16?fccid=c8ff1aebf5e47d1c&vjs=3,The position is available for a front-end software developer to join our highly skilled technical team working on user interfaces for various business and…,middle_level,56971.0
682,Digital Marketing - Graphic Designer,Leads Branch,Remote,"PHP 13,000 - PHP 17,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CjLWZDS1S9sEUrdvwuFL16kA5w8fa7EHotsG3HH7xGn5EfJ9WA09R5LIPhIJXUOvveMcyTBGcwDKl_McFqrBcHHJqtGsn3OeSV2BHe0beFE7yPxWenoHzriojYGMHFaaGgqURPLs-iTdk_LahlfxiuWelKHiRzEPxxf-ExS06gkAAxdlQqj6AqbxEvr64pD-qPuYCbMsLjpQUXJBUABI3Z_tUvzMOwsYjeQx-lYulm4j3vUJcZLir20RlL2V0aGOzIz0ohP8xtORr9t_txA40fL_5L-VF1Q11GONCAdH1b8GvHgG3RQ7rEa7FR4InMsOLybrAAfsNrglqJ8MnNYIDMO-Brb_2Sv7ae1uzJuIr95E-sSLFWink8GQ6qUcJLE79WPa15mUd-YaxNMnLPAAtH9rEPnfN8qq5zz5XYkI9ZoRxmBI1sA8YBjY0E-Ex1JiKqVS5yemoRYcxbyV3HUNBrCYvu0zOnU-cFjjbqOaEGkw==&p=1&fvj=1&vjs=3,You enjoy designing graphics and creating marketing campaigns from the ground up.,middle_level,15000.0
307,Project Manager,Lexagle,Remote,"PHP 90,000 - PHP 110,000 a month",https://ph.indeed.com/company/Lexagle/jobs/Project-Manager-1fb3fa9fddf705c6?fccid=33e053f1f6865004&vjs=3,Work with stakeholders to determine and define project scope and objectives.,middle_level,100000.0
704,Graphic Designer - Marketing Supervisor,Lexie Staffing & Business Consulting,Taguig,"PHP 60,000 - PHP 72,000 a month",https://ph.indeed.com/company/Lexie-Staffing-&-Business-Consulting/jobs/Graphic-Designer-e972aa0bb624d242?fccid=6a129d67c085dd82&vjs=3,"Develop concepts, graphics, illustrations, creatives and design all marketing and communication requirements as per Infosys / client templates and adhere to…",middle_level,66000.0
771,Graphic Designer / Multimedia Artist,Lines & Dots Advertising,Remote,"PHP 14,000 - PHP 20,000 a month",https://ph.indeed.com/company/Lines-&-Dots-Advertising/jobs/Graphic-Designer-5b96c7836552f1ec?fccid=de3230c2fc445a99&vjs=3,Has a strong portfolio of graphic designs or other illustrations.,middle_level,17000.0
367,Operations Manager,"Loop Contact Solutions, Inc.",Makati,"PHP 65,000 - PHP 80,000 a month",https://ph.indeed.com/company/Loop-Contact-Solutions/jobs/Operation-Manager-686501602eb30d22?fccid=94c5e33bbbf48260&vjs=3,Very good sales manager skills illustrated through campaigns previously handled.,middle_level,72500.0
824,Software Developer | Work From Home Setup | Up to 45K,M and J Solutions Provider Inc.,Remote,"PHP 30,000 - PHP 45,000 a month",https://ph.indeed.com/company/M-and-J-Solutions-Provider-Inc./jobs/Software-Developer-Setup-c8c02b12c4f07289?fccid=5e4b8c354944324a&vjs=3,Flexible working arrangement (i.e. work from home).,middle_level,37500.0
472,HR DIRECTOR,MCX International Inc,Quezon City,"PHP 50,000 - PHP 60,000 a month","https://ph.indeed.com/company/MCX-International,-Inc./jobs/Human-Resource-Director-7dfaa9c56bdc1ad5?fccid=7c4d1cd6862866c3&vjs=3","Bachelor’s degree in Psychology, Behavioral Science, Human Resource Management or other.",senior_level,55000.0
606,Front-End Web Developer,MEDIA METER,Remote,"PHP 25,000 - PHP 35,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_D70eE4rWGEMOrXMYaRKOY-wavTIfrVSWG4k9uZ9n10_CUMsogvsrqnCnuBsNJWfnAaWGpe-QYgC1xOGSfxM3Lu0WehZ_QtHCSupo22nXMwvm42T3cINh2VpIxGAMSsqJm_99-ZAQQUH6RnDcyXzo-vW-OcKgnZDO8nEaRI_08eaQdmxkxEujtEmVeIme1xXhjdEaKjCk9uMoPcmXrwXbnAB-5Ot8w5JoW8ZCSB7teUuQQ1-X26_ceShVDyWTuYfbCQkyLv2nV6EtR4UBGcJXx-PsnGDJD-w6SsbWHjRe1EGxQ7ZztAR9QdLXZs6PxRt1iVypuq4ZOaUW_O6CFl0E1y6zfLKNAtFsySXGQAoLUbi4Nda89IEZwPBDHhaVz9GAbQ_hb7I_FWAcpMkftKmgzpC7PUyhQP4nGsHqh21l9hC644l8kBYJameJp7zSB6zVsiRIVFT80Wyo8ELwAuJKY1dvzZB0v3FtzwecgPdA_ajSRbo6VRg3Tr-H2CW-5jg=&p=0&fvj=1&vjs=3,"We are looking for young and ambitious developers to design and code our websites, from layout to function according to ever-evolving design specifications.",middle_level,30000.0
842,Software Developer,MICROGENESIS BUSINESS SYSTEMS,Mandaluyong,"PHP 30,000 - PHP 35,000 a month",https://ph.indeed.com/company/Microgenesis-Business-System/jobs/Software-Developer-65d485a8d7de6611?fccid=dd5aec2d0bc831d8&vjs=3,Must be a full-stack developer and understand concepts of software engineering.,middle_level,32500.0
401,WAREHOUSE MANAGER (VALENZUELA),MSS Cycle Trading (MOTORSTAR),Manila,"PHP 21,000 - PHP 24,000 a month",https://ph.indeed.com/company/MSS-Cycle-Trading-(MOTORSTAR)/jobs/Warehouse-Manager-6025032e1196e40b?fccid=4d2adb4ed282589b&vjs=3,Ensures the receiving of deliveries from suppliers.,middle_level,22500.0
700,Graphic Designer,Mad Monkey Hostels,Makati,"PHP 20,000 - PHP 30,000 a month",https://ph.indeed.com/company/Mad-Monkey-Hostels/jobs/Graphic-Designer-a8eb7c16e6f7be6c?fccid=66700446e2b6cb3f&vjs=3,"You have a Bachelor's Degree with a mjor or concentration in graphic design or one of the following fields, Fine/ Digital Arts, Digital/Multimedia and…",middle_level,25000.0
8,Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"PHP 45,000 - PHP 50,000 a month",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",middle_level,47500.0
10,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,"PHP 24,000 - PHP 28,000 a month",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,Oversee and direct operations at several locations within your assigned area.,middle_level,26000.0
839,Jr. Software Developer,"Malaya Tech Consulting, Inc.",Remote,"PHP 18,000 - PHP 25,000 a month","https://ph.indeed.com/company/Malaya-Tech-Consulting,-Inc./jobs/Junior-Software-Developer-1a943767bc426aba?fccid=f7570ab46a274a12&vjs=3",Knowledgeable in agile software development lifecycle.,middle_level,21500.0
